osm_id,name,lat,lon,hie_visual_detected,hie_confidence,hie_det_lat,hie_det_lon,hie_offset_m,naip_status
1042143105,White Ox Heliport,39.0373001,-78.3692017,True,0.3839276134967804,39.037711358084806,-78.36943119702357,49.84078182987186,ok
1042143243,Dekalb Memorial Hospital Heliport,41.3699989,-80.0342026,False,0.0,,,,ok
1042143332,W S Lee & Sons Inc Heliport,40.4472008,-78.4289017,False,0.0,,,,ok
1042145240,Simcoe (Norfolk General Hospital) Heliport,42.8472951,-80.3202886,False,0.0,,,,ok
1042145641,Del-Mar Ford Heliport,39.2168007,-75.5830002,False,0.0,,,,ok
1042145645,Elliott Heliport,39.1114998,-75.5055008,False,0.0,,,,ok
1042145656,Greenville Heliport,39.7667007,-75.5832977,False,0.0,,,,ok
1042147584,Warren Hopely Heliport,39.928299,-74.7621994,False,0.0,,,,ok
1042147604,Transco Station Sosh Heliport,40.5219994,-74.7317963,False,0.0,,,,ok
1042147629,Breezy Acres Farm Heliport,39.7285995,-74.8366013,False,0.0,,,,ok
1042147648,Monk Heliport,40.5750008,-75.0749969,True,0.46903884410858154,40.574835875682716,-75.07544872094758,42.33809463989739,ok
1042149429,Wheeler's Point Heliport,42.6393013,-70.6802979,True,0.3403637409210205,42.63912655040424,-70.6797283521914,50.47814102718974,ok
1042149445,Sagamore Hill Heliport,42.6418232,-70.8275046,False,0.0,,,,ok
1042149484,Waltham Weston Hospital & Medical Center Heliport,42.3675995,-71.2481003,True,0.28339841961860657,42.367230350251525,-71.24763770873314,55.939484747279224,ok
1042149508,Beltsville Shop Heliport,39.0500984,-76.8905029,False,0.0,,,,ok
1042150199,Sean Heliport,42.7629013,-71.3153,False,0.0,,,,ok
1042150222,Newbold Island Heliport,40.1262016,-74.2646027,False,0.0,,,,ok
1042150230,Burlington Generating Station Heliport,40.0737,-74.8746033,True,0.4392230212688446,40.0740726587765,-74.87498482724892,52.63991324111452,ok
1042150272,Northwest Gas Division Elizabethtown Gas Heliport,40.7205459,-74.9724088,False,0.0,,,,ok
1042150288,One Ten Heliport,40.7420998,-73.4213028,False,0.0,,,,ok
1042151016,Hendrick Landing Area Heliport,41.5719253,-75.5060614,True,0.8100771903991699,41.57160387303269,-75.50556796564541,54.427333739127455,ok
1042151056,Sci-Mahanoy Heliport,40.8209,-76.1621017,False,0.0,,,,ok
1042151134,Cranes-N-Lifts Inc Heliport,41.030899,-75.7785034,True,0.3000718653202057,41.03085969888609,-75.77859922479556,9.149013691050945,ok
